subject,run,n_train,n_test,n_test_ictal,accuracy,precision,recall,f1,average_precision,roc_auc
1,01,678,120,2,0.9833333333333333,0.0,0.0,0.0,1.0,1.0
1,02,678,120,1,0.9916666666666667,0.0,0.0,0.0,1.0,1.0
1,03,678,120,2,0.9833333333333333,0.0,0.0,0.0,0.75,0.9915254237288136
1,04,678,120,2,0.9833333333333333,0.0,0.0,0.0,1.0,1.0
1,05,678,120,3,0.975,0.0,0.0,0.0,1.0,1.0
1,06,678,120,3,0.9833333333333333,1.0,0.3333333333333333,0.5,0.9166666666666666,0.9971509971509972
1,07,720,78,4,0.9743589743589743,1.0,0.5,0.6666666666666666,0.7916666666666667,0.9324324324324325
